review_id,translated_text,sentiment
ChdDSUhNMG9nS0VJQ0FnSURybnFPeDFBRRAB,"I only judge the pool part. I find the price of the reasonable entry around 40TD. The pool is large, well maintained. The decor is relaxing with access to the direct beach. A good day relaxation.
Regarding the snack part I find that the prices are high and the quality of food is not there. Bad value for money.
The cleanliness of the toilets is also to be reviewed, there are many large cockroaches which is not pleasant. I know it is a city with a lot of cockroaches but for a 4* hotel you have the means to neutralize them.",Positive
ChdDSUhNMG9nS0VJQ0FnSURyNk5uZXpRRRAB,I recommend 100%,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNyNzZQUElnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNyZzZlWFBREAE,"I think it was the best possible experience we could have here, moving to Bizerte, we have booked at the hotel in the meantime, the hotel members have always been there to make time spent pleasant, very available to customers and kind, whether to find out about the city, the details of the hotel and the reservation. Really the service is really impeccable and varied, and people working there pleasant.
The food is also good and changes, the top pool, just in front of the sea with parasols, the snack offers excellent pizza and juice, the view of the sea balcony is superb.
I had to write an opinion in order to rent the professionalism of Bizerta Resort staff, thanks to we had a great week and had a lot of precious help. :)",Positive
ChdDSUhNMG9nS0VJQ0FnSUNneVpxaF9nRRAB,"Let's say that all in all it is not bad. Large bedroom comfortable bed and panorama from the wonderful room. Of course, cleaning a little like this ... don't look at the carpet or finger in the bathroom ... Harged good breakfast. Very kind staff",Positive
ChZDSUhNMG9nS0VJQ0FnSURMcmJqOGJBEAE,User Place,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNyMFB6YnRBRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURMajQ3NDZnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURMcHBxcl93RRAB,The room is beautiful but the service was mean,Positive
ChZDSUhNMG9nS0VJQ0FnSURMeklMLUt3EAE,"A hotel, God willing, we advise you to visit it
Good in terms of independence, hygiene, and even the restaurant, I hope it will visit it again",Positive
ChdDSUhNMG9nS0VJQ0FnSURMOUt1dnh3RRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURMdEpYRFZ3EAE,"Hotel super well located, very welcoming and warm staff, particularly the MR of the morning welcome and Madame Rim, we will come back with pleasure",Positive
ChZDSUhNMG9nS0VJQ0FnSUR6NnJPd1hnEAE,"A very amazing experience, excellent hotel, reception workers in a special welcome",Positive
ChdDSUhNMG9nS0VJQ0FnSUNUNXFQdHZRRRAB,"Very bad experience: I strongly advise against!
Go your way despite the external appearance.
Dated hotel, unpleasant reception staff (unheard of in Tunisia), dirty room (carpet in a deplorable condition) etc ...
Outdoor swimming pool closed mid May, interior pool not accessible, closed beach access, WiFi only in the hall (no network in the rooms), fighter flushing etc ...
In no case deserves its 4 stars!",Negative
ChZDSUhNMG9nS0VJQ0FnSURqeUtEMVZ3EAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURncDRqOWtnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURENVphbzNnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURENG91bjdnRRAB,"Nice place to stay and very good for weekend, with nice nice beaches near to resort",Positive
ChZDSUhNMG9nS0VJQ0FnSUREcEpyUkpBEAE,"The rooms are basic, but the view and silence is outstanding.",Positive
ChZDSUhNMG9nS0VJQ0FnSUNEN1lYdUV3EAE,The indoor swimming pool is very dirty. Personal of the not professional Poscine. Never again ....,Negative
ChZDSUhNMG9nS0VJQ0FnSUNEN2ZIaGZnEAE,"Deplorable hygiene of the indoor pool.
Very aggressive and violent indoor swimming pool staff.
No professionalism
I do not recommend",Negative
ChZDSUhNMG9nS0VJQ0FnSUNEeE5qM0pBEAE,"Bizerta Resort Congress & Spa hotel: a haven of peace by the sea

Ideal location: located on the cornice of Sidi Salem in Bizerte, the Bizerta Resort Congress & Spa Hotel offers direct access to a sandy beach and is near the city center and tourist sites. Impeccable service: Hotel staff are attentive and polyglot, offering superior quality service for an unforgettable stay.

Excellent value for money: the Bizerta Resort Congress & Spa Hotel offers excellent value for money, ideal for families, couples and business travelers.",Positive
ChZDSUhNMG9nS0VJQ0FnSUQ5bGFxTkZBEAE,We were having dinner. It is Ramadán and at the hotel where we stayed there was no dinner service. They welcomed us at this Bizerta hotel. Great buffet with very good treatment and sympathy. Thank you so much.,Positive
ChZDSUhNMG9nS0VJQ0FnSUNkODdHS09BEAE,The best view of all bizerte.,Positive
ChdDSUhNMG9nS0VJQ0FnSUNkb01QVG93RRAB,Top,Positive
ChZDSUhNMG9nS0VJQ0FnSURnMU8yc2Z3EAE,Especially breakfast and room equipment to revise,Neutral
ChZDSUhNMG9nS0VJQ0FnSUROem9HX0FREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNObGNUOUtnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUQxNXEzNk5REAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNWajViWTlnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUM1N2Q3OW5BRRAB,"Great service, smoking coffee with good music and drinks",Positive
ChZDSUhNMG9nS0VJQ0FnSUM1enVLcFFREAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURaNnJDNzZRRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNabzl1dzVRRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNaemNhQlBREAE,I highly recommend ...,Positive
ChdDSUhNMG9nS0VJQ0FnSUNabG9lajVnRRAB,"Attention ⚠️ ⛔️
Bad experience, bad stay
Catering and customer relations service:
(Non -warm clientele) Leave something to be desired

Room condition: dust: leave to be desired

We pay to have a service so we must behave properly with customers

** The customer is always the king 🤴 **
** Photos available on request **",Negative
ChdDSUhNMG9nS0VJQ0FnSUNab05UaHdnRRAB,"Bad service
Air conditioning",Negative
ChdDSUhNMG9nS0VJQ0FnSURwODR5cm5nRRAB,"The hotel is to be refreshed at the rooms and especially the bathroom.
The food is not top but as in most hotel in Tunisia.
The swimming pool is great, the private beach too.",Positive
ChdDSUhNMG9nS0VJQ0FnSURwaE9mZHh3RRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURwa08zWTVnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNwcjlxdm93RRAB,"I liked the hotel, service and location, I recommend to reserve",Positive
ChZDSUhNMG9nS0VJQ0FnSUNwenFUaVJ3EAE,"The hotel is excellent, beautiful look, beautiful, beautiful balcony",Positive
ChZDSUhNMG9nS0VJQ0FnSUNwbmFDbFRnEAE,"Hotel to flee !!
Deplorable hygiene, nonexistent service
In terms of swimming pool and restaurant staff, very aggressive violent limit
No professionalism
I do not recommend",Negative
ChZDSUhNMG9nS0VJQ0FnSUNwanEzeUNBEAE,Beautiful landscape but service to review.,Positive
ChdDSUhNMG9nS0VJQ0FnSUNwcHJ6X2tBRRAB,Very dirty very dear very bad to flee in 5 years it closes if it is not before,Negative
ChdDSUhNMG9nS0VJQ0FnSUNwakpDYXh3RRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNwOVBlWXJRRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNwbE1EczBnRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNwcUxMVFV3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNwd0l2U1JBEAE,Nice to spend the day at the Restaurant and Service Top Pool,Positive
ChdDSUhNMG9nS0VJQ0FnSURKNTVER3FRRRAB,Nice place 💝 clean and the price is very good,Positive
ChdDSUhNMG9nS0VJQ0FnSURKdWIzTXZ3RRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURKenRLQWtnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURKNXQycm9BRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNKNTZfSFlnEAE,Very correct value for money,Positive
ChZDSUhNMG9nS0VJQ0FnSUNKdzlYUlNREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNKaWVmMlV3EAE,"It was pleasant, clean and quiet. The sea easy to access and the majestic and flawlessly clean swimming pool. I highly recommend.",Positive
ChZDSUhNMG9nS0VJQ0FnSUR4b2ZtZlBREAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUR4dG9yTWpRRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURRblkzVEVBEAE,"I have been a customer in this hotel for years ... There are many things that can be improved, especially clean and tidiness. But this is Tunisia ... the standards here are a lot lower than with us. The friendliness of the staff makes up the other shortcomings well.
In Bizerte this is the best hotel.",Positive
ChdDSUhNMG9nS0VJQ0FnSUR4OU4yZ29BRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUN4bDhQNVpnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUN4bV92bllnEAE,GOOD,Positive
ChZDSUhNMG9nS0VJQ0FnSUN4bHUyQ0xREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURSci1tcGVBEAE,Very good hotel very good service with a heavenly location,Positive
ChdDSUhNMG9nS0VJQ0FnSURSMThLTzRBRRAB,"Wonderful experience ! I had during my recent stay at BIZERTA Hotel, I was impressed by the quality of service provided by the staff.

During my 30-day stay (I have been there twice, 15+15), I had the pleasure of interacting with several members of your team, and each one was incredibly kind and helpful.

Additionally, I would like to commend your cleaning (Housekeeping) staff for the impeccable cleanliness of my room.

I look forward to returning in the future.

I have one remark : It would be appreciated if the hotel could either keep providing complimentary bottled water for free in the restaurant or adjust the overall price to include the cost of the water.

Regards
Ayoub.",Positive
ChZDSUhNMG9nS0VJQ0FnSURSaWFtYllnEAE,"Very nice hotel, acceil, restaurant, bedrooms everything is there. We feasted special mention for the staff of the restaurant a big thank you for the whole team, I keep your address for my friends I would surely come back to recommend",Positive
ChdDSUhNMG9nS0VJQ0FnSUNSa1oyajR3RRAB,"There are times when a person asks the criteria that is followed for the award of stars. I do not understand how they have put 4, the hotel is pure facade, old rooms, the scarce cleaning service. I often travel for work reasons, I tried an alternative to the Hotel Nour that is next, and my disappointment could not be greater.",Neutral
ChZDSUhNMG9nS0VJQ0FnSURodzRUVU9nEAE,Excellent hotel,Positive
ChZDSUhNMG9nS0VJQ0FnSURoMWQyc0tBEAE,"Hotel located on the beach and 2 minutes from the Historic Center, it has spa, pub, pool, buffet ... It has all the services and is quite comfortable.

I would give him 5 stars if it was not because he looks quite old, the buffet is something small in terms of variety and the cleaning of the rooms is generally scarce. But surely it is the best hotel in the area.",Positive
ChdDSUhNMG9nS0VJQ0FnSUNoMnVlOXVBRRAB,Since we attended my wife a congress there that we are impatiently waiting to return to stay there a few nights ..... I highly recommend it!,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNCeGZXUEVBEAE,It's been two years that we go there perfect room very clean room perfect listening room for listening we are coming back in April 2023,Positive
ChZDSUhNMG9nS0VJQ0FnSUQtLThUYWZ3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUMtMUppVkF3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUMtbE5TRVVBEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURlcjRLTDdRRRAB,I felt very well over there🥰❤,Positive
ChdDSUhNMG9nS0VJQ0FnSURlOTc2M2hBRRAB,"Correct route
Average hotel
Average service",Negative
ChZDSUhNMG9nS0VJQ0FnSURlNS1HekV3EAE,"I had a stay in this hotel that I knew during my vacation, but during the day
I stayed there from October 15 to this morning
The staff are competent and attentive
The cleaning and the catering is very correct.
I thank the hotel staff and more particularly
Mrs RIM
who is at the reception
person who likes are working
and listening to customers
For info there are 2 swimming pools
exterior and interior
I took advantage with this beautiful time of the outdoor swimming pool which was exquisite
Thank you again
Go for it
You would not regret it",Positive
ChZDSUhNMG9nS0VJQ0FnSURlNS15dGZBEAE,"1 week stay.
Attentive and attentive staff.
Breakfast a little disappointing but for the rest everything was very good.
Very nice sea view from the room.
See you soon",Positive
ChZDSUhNMG9nS0VJQ0FnSURlcHZ2cFFBEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNlcmRhdFZnEAE,"Good hotel with sea views, just you have to plan to pay on site. The price remains excessive after the end of the season but no choice in bizerte",Positive
ChZDSUhNMG9nS0VJQ0FnSUNlNllHdkJREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNlMnRxZlN3EAE,"Animation - None
Restaurant - bland foods, breakfast to avoid. Taking at the bar it is not at all expected (no cocktail, and no non -smoking space)
The spacious room but not worthy of a 4 star
The only positive point is the reception of staff.",Neutral
ChZDSUhNMG9nS0VJQ0FnSUR1cjVfZVZREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUR1ci1EUGNnEAE,"4 stars, but the room set is down. Not too far away to the beach.",Neutral
ChdDSUhNMG9nS0VJQ0FnSUR1N2RYbGlBRRAB,"I recommend this nice hotel, modern and clean rooms, welcoming staff I spent a single night but I will come back very quickly",Positive
ChdDSUhNMG9nS0VJQ0FnSUR1bHVTTW5BRRAB,"I spent a few night period July really it is a pleasant hotel personally I adored hotel feet in the water with a formidable beach the swimming pool even better you will be very important it is very well it is very well located I visit ghar melh coco beach sidi bosaid mdina arbi tunis ....... years that the little yalidine

So thank you for all the very nice staff",Positive
ChdDSUhNMG9nS0VJQ0FnSUR1cG9DandnRRAB,"Excellent hotel, to recommend! :-)",Positive
ChdDSUhNMG9nS0VJQ0FnSUR1eXFDOHZnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUR1MEp2cjh3RRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUN1Xzd1RnVnRRAB,"Mediocre hygiene (see WC photos)
Unpleasant service (more than average)
Swimming pool near the giant bathtub, overcrowded with little respect for anyone,
A swimmer master occupied by everything except by the swimming pool
A scam - Flee!",Negative
ChdDSUhNMG9nS0VJQ0FnSUN1NjdqRmlRRRAB,"Very welcome at the reception Mr Maher and his team are of great professionalism, a very clean room and Ms. Nour responsible for the household team is very careful !! Clean swimming pool and keen service at the pool bar which demonstrates the effectiveness of its teams. Good food at the self -service restaurant. . I also advise you a massage at the spa you will find Hanna who massages at the top !! Very good memory pass in July 2022 I advise you and especially by avoiding ""the Nour hotel"" which is right to say it is to flee !!",Positive
ChZDSUhNMG9nS0VJQ0FnSUN1N1pXWUNnEAE,"Hotel that can be nice and get 4 star except that the swimming pool is ridiculous with bcp too many outside people inside, filtered! And in the air conditioning which makes 1 noise of a washing machine in spin, which barely works! Standard breakfast nothing more so to choose a 4etoile does not take the one if for the swimming pool and the comfort of the room",Positive
ChdDSUhNMG9nS0VJQ0FnSUN1clktazZ3RRAB,Excellent,Positive
ChRDSUhNMG9nS0VJQ0FnSUN1amZZRxAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUN1NmFTQjBBRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUN1cWFESUpREAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUN1OGZlY3BnRRAB,"We are currently staying in the hotel and those for 4 nights. The very caring room staff with us. Clean swimming pool and good restaurant. During the check-in all is good, our room conforms to our request. We will come back very quickly for sure.",Positive
ChdDSUhNMG9nS0VJQ0FnSUN1M0thYzdBRRAB,"An old hotel that does not deserve these 4 stars of all.

Incompetent staff. Cleanliness leaves something to be desired in the bathroom.
Degraded hotel. No Room Service.

I do not recommend from all.",Negative
ChZDSUhNMG9nS0VJQ0FnSUN1eUlMdkl3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURPci0tYll3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURPMjZ5emJnEAE,They make you pay 3 TD per water bottle in the restaurant were you already paid for the food. What a Big Shame,Neutral
ChZDSUhNMG9nS0VJQ0FnSURPNUw2eU1BEAE,"Very warm and spacious hotel. A big thank you to all the hotel staff (reception, restaurant) and especially Mr (Ghassen B alay)",Positive
ChZDSUhNMG9nS0VJQ0FnSURPa09yTEhREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNPMzZHSWVnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNPeTdHMFNREAE,Very nice and very friendly staff,Positive
ChdDSUhNMG9nS0VJQ0FnSUNPcGJtOXZnRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUN5MWU2N1N3EAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUQycFBpZjhBRRAB,The restaurant servers were rude !,Negative
ChdDSUhNMG9nS0VJQ0FnSUMyeUl2YW53RRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUMyd0ttdGFnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURXcGZ5ckZnEAE,Heated swimming pool,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNXeDR2cDlnRRAB,"A complete disappointment. Internet coverage is not stable, almost none existing in the rooms. Water pressure was low in the bathroom. Cleanliness and hygiene are also not the strongest muscles. English language skills of the personnel need improvement as well. But the view is simply amazing.",Neutral
ChZDSUhNMG9nS0VJQ0FnSURtMGQ3b1FREAE,"Dirty and rather unhygienic. Food gets recycled for about 3-4 days. However, staff were friendly. Hotel Nour next door is much better and cheaper.",Neutral
ChdDSUhNMG9nS0VJQ0FnSURtMW8zaThBRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURtbk5PWlF3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNtbjcyM1lREAE,"Clean hotel and helpful staff, a location very close to the beach, a restaurant with many dishes every day different. At the bar you need alcohol and you can smoke ......",Positive
ChZDSUhNMG9nS0VJQ0FnSURHLThxRUZnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURHZ3M3bld3EAE,"Hotel with potential, but very poorly exploited! Large bright but old room and not very clean (carpet, shower seal, tiles ...) WiFi only in the hall of the hotel because in the rooms it works very badly! (the director and the employees persuades himself that it works well) Beware of the reception staff! Smiling but never clear, you have to constantly check the grades and invoices. I attribute 1 star just for the catering personnel as well as the massage lounge.",Neutral
ChdDSUhNMG9nS0VJQ0FnSURHdEktcmdnRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUQ2cGJDd1lnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUQ2c2ZMSFJREAE,Exellent hotel .. to visit,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNLNVpTT0d3EAE,"Near the sea and the old port of Biserte, large and comfortable rooms, kind and caring staff, seafront room, good parking to improve the kitchen a little ... but in these moments of Covid is fine",Positive
ChdDSUhNMG9nS0VJQ0FnSUM2dWE2NmxnRRAB,Very warm welcome and very professional service bravo,Positive
ChZDSUhNMG9nS0VJQ0FnSUM2bElUdk9nEAE,"Clean room, swimming pool, newrby beach, friendly staff, cheap services (except for the dinner),",Positive
ChdDSUhNMG9nS0VJQ0FnSUM2d0stRWhRRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURhcW9iMThRRRAB,I spent 2 hours at the Spa frankly I am disappointed at the hygiene level leaves desired sauna too much dust jacausi not too clean.,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNhdWRHdGpBRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURxazZtZXl3RRAB,"Incompetent staff, if you are passing through a bizerte, I do not recommend staying in this hotel!",Negative
ChZDSUhNMG9nS0VJQ0FnSURxazh5bUp3EAE,"Ideant staff! During the check in a friend forgets his fifs in the car. While he is looking for the receptionist makes us visit the room. Our friend joins us upstairs and there the receptionist stings a crisis, because he joined us without warning him in advance, knowing that he was just gone to recover his CIN and that he was present and with us during the check in. When asked explanations and apologies, he simply decides to put us at the door at 21:30.  Your service is simply miserable and you deserve the incompetent band of band.",Negative
ChdDSUhNMG9nS0VJQ0FnSURxa2VmVGhRRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURxb0pHZDRnRRAB,Very reasonable prices and great Tunisian food. The lamb dishes are superb. The cuttlefish prepared with garlic was amazing. Deserts are plentiful too.,Positive
ChdDSUhNMG9nS0VJQ0FnSUR5M3FyWmlBRRAB,"Excellent, comfortable and clean hotel",Positive
ChZDSUhNMG9nS0VJQ0FnSUR5OFB6RE5nEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUN5em8yNjhBRRAB,Unfortunately a little getting old. OK for a business trip,Positive
ChZDSUhNMG9nS0VJQ0FnSUN5cXRESlFREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURTeFlDelBnEAE,"Clean and well -heated room, delicious meal 😋",Positive
ChdDSUhNMG9nS0VJQ0FnSUNTeTlmS3FnRRAB,completely normal,Positive
ChZDSUhNMG9nS0VJQ0FnSURpek9UaFNREAE,Excellent,Positive
ChZDSUhNMG9nS0VJQ0FnSURDLUp1UVJnEAE,"This hotel is well managed by professionals, welcoming staff, the commonplace, the rooms, and the beach are very clean, fresh food of good quality acceptable, I have good for my money I highly recommend it thank you next.",Positive
ChZDSUhNMG9nS0VJQ0FnSURDLU5QNVBnEAE,"Good value for money
Welcoming staff
Clean room
Breakfast not varied enough but acceptable
A strategic location
Best wishes",Positive
ChZDSUhNMG9nS0VJQ0FnSUNDazZyUmFnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNDOGZMT1ZREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNDaXEta0dBEAE,"I do not know if it is to our second visit to the hotel between other excursions in Tunisia, or to the tip left to the room staff the last time. But when I got back from breakfast we were surprised to find our room without the paper not disturbing on the handle we had left. At the beginning a little upset (knowing that we had left our business dragged everywhere), it was in the end to discover that the room staff were preparing a little surprise. Flowers placed on the bed, folds of towels in the heart and other decorations of lovers. Very attentive to them and finally happy with the initiative. 👍 I join the photos.",Neutral
ChdDSUhNMG9nS0VJQ0FnSURjOWFPbHdBRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURzOGFHM3pRRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURzdHVtMkp3EAE,"This place is characterized by calm, hygiene and the screen of those in charge of it. I attend it on important occasions when the Minister of State and the Ambassador of State and the regional tires in the context of work will be a forerunner to raise flags, as I am present on the water tank to clean the vicinity of this building. It is an enjoyable work three and for a year until the retirement fund called me",Positive
ChdDSUhNMG9nS0VJQ0FnSURzaXFyY3RnRRAB,Sweet,Positive
ChZDSUhNMG9nS0VJQ0FnSUMwdThDQllnEAE,It's so beautiful,Positive
ChdDSUhNMG9nS0VJQ0FnSURNb2Y3T193RRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURNcHJlOEVBEAE,Rather well,Neutral
ChZDSUhNMG9nS0VJQ0FnSURNMkxIX0N3EAE,Top,Positive
ChZDSUhNMG9nS0VJQ0FnSUNNeC1iVGZREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNNdTdUR2N3EAE,Impeccable hotel especially reception,Positive
ChdDSUhNMG9nS0VJQ0FnSUNNeTc2anlBRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNNM2R1aVlnEAE,A good comfortable and welcoming hotel with a smile thank you very much,Positive
ChZDSUhNMG9nS0VJQ0FnSUNNb2FPSWZBEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUQwNmFQU1l3EAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUQwcHY2Q3Z3RRAB,Well located but deserves a renovation. Soulless buffet,Neutral
ChdDSUhNMG9nS0VJQ0FnSUMwMV9xdXlnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUMwb2VLQXBBRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURVXzRDNzlBRRAB,"Hotel is ok, wifi in the rooms is terrible",Negative
ChdDSUhNMG9nS0VJQ0FnSURVdjZfOXVRRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURVbDR5ME5BEAE,Well -organized,Neutral
ChZDSUhNMG9nS0VJQ0FnSURVaDV5aFhnEAE,Good hotel I already visited,Positive
ChdDSUhNMG9nS0VJQ0FnSURVc2V6Xy1RRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURVd1lQb25nRRAB,"Clean and helpful staff, breakfast should be improved and wifi does not always work",Positive
ChdDSUhNMG9nS0VJQ0FnSURVdlBiOGxnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURVeU0yTi1RRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNVcjl2NjdnRRAB,"Very wonderful location and the price of 200 Tunisian dinars on this date and the treatment of employees is very beautiful.
It lacks some new brushes
The sound of music is also noisy
I wish the owner of the hotel to take into account the guests
The rest of what remains good for the hotel price",Positive
ChZDSUhNMG9nS0VJQ0FnSUNVbC1XNEpREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNVcF9tSURnEAE,"Good fell with clean facilities, but it is also ancient and there are no big eating options, and there are no fast and responsive services with the requests of the residents.",Positive
ChZDSUhNMG9nS0VJQ0FnSUNVNjY3aUFREAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNVbzhQNnJRRRAB,Not famous,Negative
ChZDSUhNMG9nS0VJQ0FnSUNVNWE2d2FBEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNVMkk3ZjhBRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNVNE83MktREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURrdjZ2clV3EAE,Good place and food,Positive
ChdDSUhNMG9nS0VJQ0FnSURraFlubG5RRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNrMmJMQVpREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNFcWJ5eGZREAE,Not bad,Positive
ChZDSUhNMG9nS0VJQ0FnSUQ0aFBPcEJnEAE,Fabulous,Positive
ChdDSUhNMG9nS0VJQ0FnSUM0c2E2LTJ3RRAB,Hotel Bizerte,Neutral
ChdDSUhNMG9nS0VJQ0FnSUM0MkpQanZnRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURZbjczTkF3EAE,"Room not so clean .... Breakfast All tables dirty nobody clears away.
Everything was a bit grubby ...",Negative
ChdDSUhNMG9nS0VJQ0FnSURZMU1hbzN3RRAB,Beautiful and breathtaking view and best in Bizerte,Positive
ChZDSUhNMG9nS0VJQ0FnSUNZbl95bGVREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNZMS1YRlBREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNZalBPRUpBEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURvMTlhX1l3EAE,Super hotel,Positive
ChdDSUhNMG9nS0VJQ0FnSURvNDZ1UXFBRRAB,"It was a great place to stay. Restaurant stayed open till 10,30pm. Great food and service.",Positive
ChZDSUhNMG9nS0VJQ0FnSURvbzdtZVpREAE,The restaurant is amazing,Positive
ChZDSUhNMG9nS0VJQ0FnSURvNHVEelVREAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSURveEoyTnRnRRAB,Good. Stimped and courteous staff. Excellent TV system. Good wifi. Room and bathroom very well.,Positive
ChdDSUhNMG9nS0VJQ0FnSURva0lUVmpBRRAB,"Personnel friendly and porter courteous and helpful
Food .... takes some getting used to 😊
Rooms always clean 👍",Positive
ChZDSUhNMG9nS0VJQ0FnSUNvM2VQeWFREAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNvOWN1NG5BRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNvaWJTd2hnRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNvMXJtM0JBEAE,Very average,Negative
ChZDSUhNMG9nS0VJQ0FnSUNvNXQ3TkFnEAE,"Good , close to the beach.",Positive
ChdDSUhNMG9nS0VJQ0FnSUNvb0p6YjhRRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNvd0pEZ2dnRRAB,Good for couple of days out ! Corridors' lights are dim and not heated tho.,Positive
