Nom,Pays,Note,Type de séjour,Chambre,Durée,Date du commentaire,Commentaire,Source,Country,Type_of_stay,Room,Duration,Comments,Score,Max_Rating,Sentiment,d4r55,fzvQIb,Date_Avis,Avis,Traduction,Nombre_Avis,Autre,w8nwRe,dSlJg,znYl0,dSlJg 2,znYl0 2,nM6d2c,DZSIDd,wiI7pd 2,Hzvxle,pkWtMe,fontBodySmall 3,fontBodySmall 4
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Sebbe D,5-Mar,8 years ago,Can't complain about the staff and the cleanliness of the rooms although some softener could be used for the towels..||The restaurant is of poor quality and service for such a luxury hotel beneath expectation.||Breakfast is ok but the coffee was exceptionally lousy,,,,,,,,,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Malik Elkebir,5-Feb,5 years ago,Ù?Ø²Ù? Ø¬Ù?Ø¯ Ø°Ù? Ù?Ø±Ø§ÙÙ? Ù?Ø¸Ù?ÙØ© Ù?Ù?Ù?Ù?Ù? Ø¹ØªÙ?Ù? Ø£Ù?Ø¶Ø§Ù? Ù?Ù?Ø§ ØªÙ?Ø¬Ø¯ Ø®Ù?Ø§Ø±Ø§Øª Ù?Ø¨Ù?Ø±Ø© ÙÙ? Ø§Ù?Ø£Ù?Ù? Ù?Ù?Ø§ Ù?Ø§ ØªÙ?Ø¬Ø¯ Ø®Ø¯Ù?Ø§Øª Ø³Ø±Ù?Ø¹Ø© Ù?Ù?Ø³ØªØ¬Ù?Ø¨Ø© Ù?Ø¹ Ø·Ù?Ø¨Ø§Øª Ø§Ù?Ø³Ø§Ù?Ù?Ù?Ù?.,See translation (English),Local Guide Â· 28 reviews Â· 135 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Atlantik Verdun,5-Jan,2 years ago,They make you pay 3 TD per water bottle in the restaurant were you already paid for the food. What a Big Shame,,9 reviews,î??,,î£?,Like,î ,Share,Response from the owner,2 years ago,"We are very sorry to hear that you didn't have a great experience in our hotel â?? our mission is to provide excellent guest experiences, so we are sorry to have let you down. We have taken your feedback on board, and we will strive to make improvements accordingly.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Houda Rouaissi,5-Mar,9 years ago,this is truly wonderful and perfect hotel.. tasty food and   awesome service..the atmosphere was really buzzing and glamorous.,,Local Guide Â· 316 reviews Â· 396 photos,î??,,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Alfredo Serra,5-May,6 years ago,"It was a great place to stay. Restaurant stayed open till 10,30pm. Great food and service.",,Local Guide Â· 75 reviews Â· 120 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Max Moudi,5-Jan,13 years ago,"The rooms are ok. But the hotel is a little bit pretentious and expensive. The food of the restaurant which is claiming to be gastronomic is particularly poor.
The staff is not professional.",,38 reviews,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,J Tour,5-Jan,6 years ago,Very old hotel. I think best for young party people. Disturbing loud music during the afternoon.,,Local Guide Â· 242 reviews Â· 987 photos,î??,,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,wissal tissaoui,5-May,7 years ago,One of the most clean and big hÃ´tel in the city....u should try it,,Local Guide Â· 650 reviews Â· 73 photos,î??,,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Ahmed Garsalli,5-May,6 years ago,Good for couple of days out ! Corridors' lights are dim and not heated tho.,,Local Guide Â· 17 reviews,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,juhainah jababili,5-Apr,a year ago,Ù?Ù?Ø§Ù? Ø¬Ù?Ù?Ù? ð?? Ù?Ù?Ø¸Ù?Ù Ù?Ø§Ù?Ø³Ø¹Ø± Ø¬Ù?Ø¯ Ø¬Ø¯Ø§Ù? â?¦,See translation (English),Local Guide Â· 376 reviews Â· 344 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,RIAD ASSAGHIR,5-Apr,7 years ago,"Nice hotel, nice pool, the room was clean and comfort",,Local Guide Â· 60 reviews Â· 63 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Mrad Chems Eddine,5-May,3 years ago,"Clean room, swimming pool, newrby beach, friendly staff, cheap services (except for the dinner),",,18 reviews Â· 3 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Ahmed ALfaqeeh,5-May,6 years ago,Ù?Ø±ÙØ¦ Ø¨Ù?Ø²Ø±Øª  Ø¬Ù?Ù?Ù? Ø¬Ø¯Ø§ Ù?Ø§Ù?Ø§Ù?Ø§Ù?Ø© Ù?Ù?ØªØ¹Ù?.,See translation (English),Local Guide Â· 214 reviews Â· 149 photos,î??,,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ø¹Ù?Ø§Ø¸Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ø©,5-May,6 years ago,ÙÙ?Ø¯Ù? Ø¬Ù?Ù?Ù?... Ù?Ù?Ø§Ù?Ø© Ø¨Ù?Ø²Ø±Øª Ù?Ø§Ø¯Ù?Ù? Ù?Ø¬Ù?Ù?Ù?Ù?,See translation (English),Local Guide Â· 4 reviews Â· 11 photos,î??,,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Faycel Aouadi,5-Mar,7 years ago,Ø´Ù?Ø±Ø§ Ø¹Ù?Ù? Ø§Ù?Ù?Ø¬Ù?Ù?Ø¯ Ø´Ù?Ù?Ø§ Ù?Ù?Ù?Ø§ Ù?Ù? Ù?Ø­Ù?Ø© Ø§Ù?Ù?Ø¸Ø§ÙÙ? Ø´Ù?Ø±Øª Ù?Ø¨ï»»Ø¬  Ø¨ØªÙ?ÙÙ?Ù?,See translation (English),1 review Â· 1 photo,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,khalid ghunaim,5-Mar,7 years ago,ÙÙ?Ø¯Ù? Ø±Ø§Ø¦Ø¹ ÙÙ?Ù? Ø¬Ù?Ù?Ø¹ Ø§Ù?Ø®Ø¯Ù?Ø§Øª,See translation (English),Local Guide Â· 59 reviews Â· 51 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,jaky gideonse,5-Mar,5 years ago,"Hotel is ok, wifi in the rooms is terrible",,Local Guide Â· 20 reviews Â· 23 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ø§Ù?Ø±Ø­Ø§Ù? Ø§Ù?Ø´Ù?Ø±Ù?,5-Apr,5 years ago,Ø¬Ù?Ù?Ù? Ù?Ù?Ù?Ø¸Ø± Ø®Ù?Ø§Ø¨ Ù?Ø£ÙØ¶Ù? Ø§Ù?Ù?Ù?Ø¬Ù?Ø¯ ÙÙ? Ø¨Ù?Ø²Ø±Øª,See translation (English),Local Guide Â· 129 reviews Â· 2 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Mahmoudâ? â?Moawad Zidane,5-May,6 years ago,ÙÙ?Ø¯Ù? Ù?Ù? Ø§ÙØ¶Ù? Ø§Ù?ÙÙ?Ø§Ø¯Ù? Ø§Ù?ÙÙ?Ù? Ø§Ù?Ù?ØªÙ?Ø³Ø·Ù? Ø§Ù? ÙÙ?Ù? Ø§Ù?Ù?ØªÙ?Ø³Ø·Ù?,See translation (English),Local Guide Â· 35 reviews Â· 2 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Hassan Almalki,5-May,6 years ago,ÙÙ?Ø¯Ù? Ù?Ù?ØªØ§Ø² Ù?Ù?Ø§Ø³ Ø·Ù?Ø¨Ù?,See translation (English),Local Guide Â· 29 reviews,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ù?Ø§Ø¬Ø¯ Ø¹Ø³Ù?Ø±Ù?,5-May,6 years ago,Ù?Ù?Ø§Ø§Ø§Ø§Ø§Ø§Ù? Ø±Ø§Ø¦Ø¹ Ø¬Ø¯Ø§Ù? Ù?Ù?Ø§Ù?Ø§Ù?Ø© Ù?Ø§Ù?Ø§Ø³ØªØ¬Ù?Ø§Ù?,See translation (English),Local Guide Â· 82 reviews Â· 464 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,samir rezzag,5-May,6 months ago,Ù?Ù?ØªØ§Ø²Ø©,See translation (English),Local Guide Â· 4 reviews Â· 96 photos,î??,More,î£?,Like,î ,Share,Response from the owner,3 months ago,Thank you for your review we hope to see you again very soon in our hotel!,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Salahadden Kalfalla,5-Apr,4 years ago,ÙÙ?Ø¯Ù? Ù?Ù?ØªØ§Ø² Ù?Ø±Ù?Ø­ Ù?Ù?Ø¸Ù?Ù,See translation (English),Local Guide Â· 46 reviews Â· 37 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Youssef Ezbakh,5-May,2 years ago,I felt very well over thereð?¥°â¤ â?¦,,Local Guide Â· 261 reviews Â· 249 photos,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Hello â¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,SÃ©bastien â??Sebbeâ? D'Hose,5-Feb,6 years ago,Poor restaurant. Not enough sockets in the room,,"Local Guide Â· 59 reviews Â· 1,651 photos",î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,FABIO DE ROSA,5-Apr,6 years ago,"Good , close to the beach.",,Local Guide Â· 302 reviews Â· 108 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Ø¨Ø´Ù?Ø± Ø§Ù?Ø¨Ø¬Ø§Ù?Ù?,5-Jan,6 years ago,Ù?Ø§ Ù?Ù?Ù? Ø¨Ù? ÙÙ?Ø¯Ù? 5Ù?Ø¬Ù?Ù?,See translation (English),Local Guide Â· 12 reviews Â· 20 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Dr Tahar Haddad,5-Jan,2 years ago,The restaurant servers were rude !,,Local Guide Â· 31 reviews Â· 34 photos,î??,,î£?,,î ,Share,Response from the owner,2 years ago,"We are very sorry to hear that you didn't have a great experience in our hotel â?? our mission is to provide excellent guest experiences, so we are sorry to have let you down. We have taken your feedback on board, and we will strive to make improvements accordingly.",Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Chris Christensen,5-Apr,6 years ago,The restaurant is amazing,,Local Guide Â· 57 reviews Â· 3 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,T. Hofmann,5-May,a year ago,Top,,Local Guide Â· 250 reviews Â· 250 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Sailendra Prasad,5-May,5 years ago,Good place and food,,Local Guide Â· 44 reviews Â· 23 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Adel M.,5-May,5 years ago,It's so beautiful,,Local Guide Â· 65 reviews Â· 1 photo,î??,,î£?,Like,î ,Share,Response from the owner,5 years ago,"Thank you, You're Welcome ! we hope to see you soon http://www.bizertaresort.com/",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Raed Ghanja,5-Apr,6 years ago,Great,,Local Guide Â· 205 reviews Â· 641 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Awatef Riahi,5-Mar,6 years ago,Good service,,Local Guide Â· 110 reviews Â· 332 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,hariu loolpo,5-May,7 years ago,Try it,,Local Guide Â· 15 reviews Â· 3 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,ben younse amani,5-Apr,2 years ago,ÙÙ?Ø¯Ù? Ù?Ù?ØªØ§Ø²Ø©,See translation (English),Local Guide Â· 89 reviews Â· 130 photos,î??,More,î£?,,î ,Share,,,,Like,1.0,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Ajlani Nabil,5-May,8 years ago,Excellent Service,,696 reviews Â· 72 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Sofien Menzli,5-May,2 years ago,Excellent,,1 review,î??,More,î£?,Like,î ,Share,Response from the owner,2 years ago,"Helloâ¤, we would like to thank you for your review and we hope to see you again at our hotel very soonâ¤.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Aymen Akkari,5-Mar,8 years ago,Cool,,Local Guide Â· 82 reviews Â· 105 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,firas Marouani,5-Apr,7 years ago,Ø±Ù?Ø¹Ø©,See translation (English),2 reviews,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Vedad Hota,5-May,5 years ago,Top,,21 reviews,î??,,î£?,Like,î ,Share,Response from the owner,5 years ago,"Hello, we thank you for your trust and we hope to see you again at our hotel.",,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Vimal,5-Apr,7 years ago,Good resort.,,Local Guide Â· 6 reviews Â· 520 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Murat Tilki,5-May,10 years ago,Great palas,,Local Guide Â· 6 reviews Â· 70 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Ù?Ù?Ø³Ù Ø§Ù?Ù?Ù?Ù?Ø§Ø±Ù?,5-May,5 years ago,Ø­Ù?Ù?Ù?Ù?Ù?,See translation (English),2 reviews,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Fawzia Rifi,5-Apr,7 years ago,Ø§Ù?Ù?Ø³Ø¨Ø­ Ø±Ø§Ø¡Ø¹,See translation (English),1 review Â· 1 photo,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,K,5-Mar,6 years ago,good location,,Local Guide Â· 58 reviews Â· 15 photos,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Mohamed Ghribi,5-May,8 years ago,Cool !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,1 review,î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Amine mechergui,5-Mar,8 years ago,Cool,,"Local Guide Â· 151 reviews Â· 1,380 photos",î??,,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,MUBARAK ALHAGBANI,5-Jan,8 months ago,,,Local Guide Â· 19 reviews Â· 30 photos,î??,More,î£?,Like,î ,Share,,,,,,,
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Rani C,5-May,a month ago,"A very warm welcome for a group of around forty people: the team is attentive, available, and professional. The rooms are spacious and clean, the view is magnificent, and everyone is very attentive. The restaurant offers a buffet with â?¦",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Barbara B,5-May,3 weeks ago,"Perfect welcome, friendly and attentive staff. I appreciated the large, generous buffet, with European and Tunisian specialties. The whole group appreciated the work room with sea view and the possibility of quickly going outside to chat or â?¦",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Ami M,5-Apr,a month ago,"I spent a week of training at the Bizerta resort hotel, we were a group of about 50 participants, the hotel staff took great care of us, the food was varied and very good, the rooms very clean and comfortable. Between the beach and the â?¦",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Maike K,5-Apr,a month ago,"The staff is really friendly and attentive, the meals are good and balanced, and the rooms are clean and comfortable. A very good experience, highly recommended... What also impressed me was the peace and quiet. I slept with the window open without any problem. Thank you for this wonderful week.",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Johanna B,5-May,a month ago,"A very comfortable place, with excellent service. Throughout our training, we received a very warm welcome, snack breaks were provided, the rooms were cleaned excellently, and all the staff were friendly, welcoming, and cheerful. I recommend this place for a great time by the sea and a very warm welcome!",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Laura P,5-May,a month ago,"The hotel is very well equipped and very clean, thank you to the staff! |We had a very good stay. The view is very beautiful. |The staff is very kind. We had a great time. |The sea is very close and that is pleasant. We are happy with our stay.",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Rafik U,5-May,a month ago,Spacious and clean room. Friendly and professional staff. Pleasant space and varied and good food. I recommend the Bizerta resort for a professional and personal stay. Very pleasant setting with very suitable meeting spaces.,See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,CC A,5-Apr,5 months ago,"I spent three weeks at this hotel.
The staff is very friendly and always willing to help.
The location is quiet and close to all activities.
The meals are decent, and you absolutely must try the spa.",See original (French),13 reviews Â· 8 photos,î??,More,î£?,Like,î ,Share,Response from the owner,3 months ago,"Good morning, 
Many thanks for your positive feedback! We are delighted to learn that your stay with us was pleasant and that you appreciated the kindness of our staff, the â?¦",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Nadira B,5-May,a month ago,"Very pleasant hotel, welcoming staff, impeccable hygiene, very satisfactory food, the beach is accessible, the work rooms are spacious, there is also the swimming pool and the gym to allow you to relax, I tried a 50 minute sauna but I found â?¦",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Mehdi Mazhoud,5-Jan,4 months ago,"AVOID
I STRONGLY ADVISE NOT. â?¦",See original (French),3 reviews,î??,More,î£?,,î ,Share,Response from the owner,3 months ago,"Good morning,
We are sorry to hear about your experience and understand your frustration with this situation. The satisfaction and safety of our customers are a priority for â?¦",Like,1.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,imed tanfous,5-May,2 months ago,"Impeccable!!!
Very warm welcome and top-notch service (very attentive).
The icing on the cake: the top-notch cuisine. â?¦",See original (French),10 reviews Â· 9 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,Ã?n Ã?,5-May,a month ago,"It was a pleasant experience, plus the people at the hotel welcomed us very well. I would give it 5 stars. Thank you very much to Bizert and all the people I met, Tunisians, Moroccans, and even the French and Germans.",See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Discart Vondi,5-Jan,2 months ago,Inappropriate hotel....breakfast and dinner in the morning are not up to par....plus the customer service is very poor......considering the price of the hotel.....please stay away. Please don't be fooled like we were.,See original (French),2 reviews,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Jean-Pierre Arnaud,5-Mar,6 months ago,"I had a pleasant stay. There weren't too many people. It was very calm.
I liked the hotel restaurant less",See original (French),Local Guide Â· 12 reviews Â· 3 photos,î??,More,î£?,Like,î ,Share,Response from the owner,3 months ago,"Good morning,
Thank you for taking the time to share your experience. We are delighted that you enjoyed the peace and quiet of your stay. â?¦",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,imed t,5-May,2 months ago,Impeccable!!!|Very warm welcome and top-notch service (very attentive).|The icing on the cake = the top-notch cuisine|The swimming pool is well heated.|The parking is secure.|Ideal for summer and winter.|The best of Bizerte.|I recommend it 100%|Have a good trip ð??? â?¦,See original (French),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,G A,5-Apr,a month ago,"Beautiful, comfortable room, the bathroom a bit dated
Friendly, helpful staff
The restaurant has a simple but good buffet",See original (French),Local Guide Â· 32 reviews,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Abdel Lassoued,5-Jan,6 months ago,"For asthma sufferers like me, I do not recommend this hotel. It has the particularity of having carpets in the rooms and what's more is not systematically cleaned. Especially since the hotel does not have non-smoking rooms (all rooms have â?¦",See original (French),Local Guide Â· 345 reviews Â· 588 photos,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Siwar Chtioui,5-Jan,6 months ago,"""Absolutely avoid! Very dirty hotel, you can smell dust everywhere. We paid for a room with a sea view, the receptionist assured us that he had given us one of the best rooms. When we arrived, surprise: the door to the room was wide open â?¦",See original (French),Local Guide Â· 125 reviews Â· 248 photos,î??,More,î£?,Like,î ,Share,Response from the owner,3 months ago,"Good morning,
We are sorry to hear that your experience at our hotel did not meet your expectations. We take your comments very seriously and deeply regret the inconvenience â?¦",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,Laura Ponce,5-May,8 months ago,"I think it was the best possible experience we could have here, moving to Bizerte, we booked at the hotel in the meantime, the hotel members were always there to make the time spent pleasant, very available to the guests and kind, whether â?¦",See original (French),3 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,7 months ago,"Thank you very much for this wonderful feedback! We are delighted that your experience at Bizerte Resort was so positive, especially at such an important time for you. Our team is always here to make our guests' stay as pleasant as â?¦",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,7.0,10.0,neutral,C M,5-Apr,8 months ago,"I'm only judging the pool area. I find the entrance fee reasonable, around 40 TD. The pool is large and well-maintained. The setting is relaxing, with direct access to the beach. A nice relaxing day. â?¦",See original (French),Local Guide Â· 130 reviews Â· 42 photos,î??,More,î£?,Like,î ,Share,Response from the owner,7 months ago,"Thank you for your detailed feedback. We are delighted that you enjoyed the swimming pool and the relaxing atmosphere of our establishment. Regarding your comments on the snack bar and the cleanliness of the toilets, we take them very â?¦",,,Translated by Google,ã?»
,,,,,,,,Tripadvisor,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Danilo V,5-Jan,6 months ago,"Simply SHAMEFUL. Room full of ants, yellow stained sheets, mold on the walls, dirt and hair everywhere. Terrace communicating with the terraces of the other rooms, too bad I couldn't close the balcony and anyone could have come in and stolen everything. RUN AWAY!!!!",See original (Italian),,,,,,,,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,8.0,10.0,neutral,M K,5-Mar,7 months ago,"The hotel room and reception are nice, as are the receptionists.
On the other hand, the restaurant staff is greedy and indecent. We had lunch, and when I left my 81-year-old mother alone, the staff asked her to pay for the â?¦",See original (French),Local Guide Â· 67 reviews Â· 56 photos,î??,More,î£?,Like,î ,Share,Response from the owner,7 months ago,"Thank you for your feedback. We are delighted that you enjoyed the room and the welcome at reception. We sincerely apologize for the incident at the restaurant. This does not reflect our standards, and we will ensure that it does not happen again. We hope to welcome you again for a better experience.",,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Elisa Meynier,5-May,a month ago,Beautiful hotel with really attentive staff and delicious food.,See original (French),1 review,î??,More,î£?,Like,î ,Share,,,,,,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,6.0,10.0,neutral,Christophe,5-Jan,10 months ago,"Very bad experience: I strongly advise against it!
Go your own way despite the exterior appearance.
Dilapidated hotel, unpleasant reception staff (unheard of in Tunisia), dirty â?¦",See original (French),3 reviews,î??,More,î£?,,î ,Share,Response from the owner,10 months ago,"Dear Customer, 
We are sincerely sorry to learn that your experience at our hotel did not meet your expectations. Your opinion is extremely important to us, and we take your â?¦",Like,2.0,Translated by Google,ã?»
,,,,,,,,Google,unknown,unknown,unknown,unknown,no comment,5.0,10.0,neutral,Sonia Gara,5-May,7 months ago,"Honestly we came as a family to this hotel and frankly pleasantly surprised the first week in a hotel in Sousse disaster the second week in this hotel super Bizerta resort!!!; , clean room thank you to the cleaning lady of the 4th super â?¦",See original (French),Local Guide Â· 16 reviews,î??,More,î£?,Like,î ,Share,Response from the owner,7 months ago,"Thank you very much for your warm review! We are delighted that your stay at Bizerte Resort exceeded your expectations. Your satisfaction is our priority, and we will not fail to pass on your compliments to the entire team, in particular to â?¦",,,Translated by Google,ã?»
