date,gender,Age_range,country,followers
08/23/22,Male,35-44,Tunisia,1
08/24/22,Female,18-24,France,1
08/24/22,Female,18-24,Other,1
08/24/22,Female,18-24,Tunisia,1
08/24/22,Female,25-34,France,1
08/24/22,Female,25-34,Tunisia,2
08/24/22,Male,45+,Other,1
08/25/22,Female,18-24,France,1
08/25/22,Female,18-24,Tunisia,1
08/25/22,Female,25-34,Tunisia,1
08/25/22,Male,25-34,France,2
08/25/22,Male,25-34,Tunisia,1
08/26/22,Female,25-34,France,1
08/26/22,Female,25-34,Tunisia,1
08/26/22,Female,35-44,France,1
08/26/22,Female,35-44,Tunisia,2
08/26/22,Male,25-34,France,1
08/26/22,Male,35-44,Tunisia,1
08/27/22,Female,18-24,France,1
08/27/22,Female,25-34,Tunisia,3
08/27/22,Female,35-44,France,1
08/27/22,Female,35-44,Other,1
08/27/22,Female,35-44,Tunisia,2
08/27/22,Male,18-24,Tunisia,1
08/27/22,Male,25-34,France,1
08/27/22,Male,25-34,Tunisia,1
08/28/22,Female,25-34,Tunisia,1
08/28/22,Female,35-44,France,1
08/28/22,Female,35-44,Tunisia,1
08/28/22,Male,18-24,Other,1
08/28/22,Male,25-34,France,1
08/28/22,Male,45+,Tunisia,1
08/29/22,Female,18-24,France,4
08/29/22,Female,18-24,Other,4
08/29/22,Female,18-24,Tunisia,16
08/29/22,Female,25-34,France,12
08/29/22,Female,25-34,Other,2
08/29/22,Female,25-34,Tunisia,15
08/29/22,Female,35-44,France,6
08/29/22,Female,35-44,Other,2
08/29/22,Female,35-44,Tunisia,9
08/29/22,Female,45+,France,4
08/29/22,Female,45+,Other,1
08/29/22,Female,45+,Tunisia,2
08/29/22,Male,18-24,France,3
08/29/22,Male,18-24,Other,1
08/29/22,Male,18-24,Tunisia,12
08/29/22,Male,25-34,France,4
08/29/22,Male,25-34,Other,3
08/29/22,Male,25-34,Tunisia,5
08/29/22,Male,35-44,France,4
08/29/22,Male,35-44,Other,1
08/29/22,Male,35-44,Tunisia,5
08/29/22,Male,45+,Tunisia,1
08/30/22,Female,18-24,France,6
08/30/22,Female,18-24,Other,1
08/30/22,Female,18-24,Tunisia,13
08/30/22,Female,25-34,France,9
08/30/22,Female,25-34,Other,2
08/30/22,Female,25-34,Tunisia,16
08/30/22,Female,35-44,France,2
08/30/22,Female,35-44,Other,1
08/30/22,Female,35-44,Tunisia,12
08/30/22,Female,45+,France,2
08/30/22,Female,45+,Other,1
08/30/22,Female,45+,Tunisia,4
08/30/22,Male,18-24,France,8
08/30/22,Male,18-24,Tunisia,8
08/30/22,Male,25-34,France,7
08/30/22,Male,25-34,Tunisia,11
08/30/22,Male,35-44,France,2
08/30/22,Male,35-44,Other,2
08/30/22,Male,35-44,Tunisia,5
08/30/22,Male,45+,France,2
08/30/22,Male,45+,Other,1
08/30/22,Male,45+,Tunisia,6
08/31/22,Female,18-24,France,5
08/31/22,Female,18-24,Other,2
08/31/22,Female,18-24,Tunisia,15
08/31/22,Female,25-34,France,11
08/31/22,Female,25-34,Other,3
08/31/22,Female,25-34,Tunisia,14
08/31/22,Female,35-44,France,6
08/31/22,Female,35-44,Tunisia,9
08/31/22,Female,45+,France,2
08/31/22,Female,45+,Other,1
08/31/22,Female,45+,Tunisia,3
08/31/22,Male,18-24,France,4
08/31/22,Male,18-24,Other,4
08/31/22,Male,18-24,Tunisia,9
08/31/22,Male,25-34,France,6
08/31/22,Male,25-34,Other,6
08/31/22,Male,25-34,Tunisia,11
08/31/22,Male,35-44,France,2
08/31/22,Male,35-44,Other,2
08/31/22,Male,35-44,Tunisia,2
08/31/22,Male,45+,France,2
08/31/22,Male,45+,Tunisia,4
09/01/22,Female,18-24,France,7
09/01/22,Female,18-24,Other,1
09/01/22,Female,18-24,Tunisia,7
09/01/22,Female,25-34,France,4
09/01/22,Female,25-34,Tunisia,19
09/01/22,Female,35-44,France,3
09/01/22,Female,35-44,Other,1
09/01/22,Female,35-44,Tunisia,12
09/01/22,Female,45+,France,4
09/01/22,Female,45+,Tunisia,2
09/01/22,Male,18-24,France,4
09/01/22,Male,18-24,Other,1
09/01/22,Male,18-24,Tunisia,10
09/01/22,Male,25-34,France,10
09/01/22,Male,25-34,Other,1
09/01/22,Male,25-34,Tunisia,7
09/01/22,Male,35-44,France,5
09/01/22,Male,35-44,Tunisia,5
09/01/22,Male,45+,France,1
09/01/22,Male,45+,Tunisia,5
09/02/22,Female,18-24,Tunisia,2
09/02/22,Female,35-44,France,1
09/02/22,Female,35-44,Tunisia,1
09/02/22,Male,18-24,Other,1
09/02/22,Male,25-34,France,1
09/02/22,Male,25-34,Tunisia,1
09/03/22,Female,18-24,Tunisia,2
09/03/22,Female,25-34,France,1
09/03/22,Female,35-44,France,1
09/03/22,Female,35-44,Other,1
09/03/22,Female,45+,Other,1
09/03/22,Male,18-24,France,1
09/03/22,Male,18-24,Tunisia,1
09/03/22,Male,25-34,France,1
09/03/22,Male,25-34,Other,1
09/03/22,Male,25-34,Tunisia,1
09/04/22,Female,18-24,France,1
09/04/22,Female,25-34,France,2
09/04/22,Female,35-44,France,1
09/04/22,Male,18-24,Tunisia,1
09/04/22,Male,35-44,France,2
09/05/22,Female,25-34,Tunisia,2
09/05/22,Female,35-44,Tunisia,1
09/05/22,Male,18-24,Tunisia,1
09/06/22,Female,18-24,Tunisia,1
09/06/22,Female,25-34,Tunisia,2
09/06/22,Female,35-44,Tunisia,1
09/06/22,Male,18-24,France,1
09/06/22,Male,25-34,France,1
09/06/22,Male,25-34,Other,1
09/06/22,Male,35-44,France,2
09/07/22,Female,18-24,France,1
09/07/22,Female,18-24,Tunisia,2
09/07/22,Female,25-34,Tunisia,1
09/08/22,Female,25-34,Tunisia,1
09/08/22,Female,35-44,Tunisia,1
09/08/22,Male,25-34,Tunisia,3
09/08/22,Male,45+,France,1
09/09/22,Female,18-24,France,31
09/09/22,Female,18-24,Other,7
09/09/22,Female,18-24,Tunisia,53
09/09/22,Female,25-34,France,38
09/09/22,Female,25-34,Other,12
09/09/22,Female,25-34,Tunisia,82
09/09/22,Female,35-44,France,33
09/09/22,Female,35-44,Other,7
09/09/22,Female,35-44,Tunisia,27
09/09/22,Female,45+,France,8
09/09/22,Female,45+,Other,2
09/09/22,Female,45+,Tunisia,19
09/09/22,Male,18-24,France,19
09/09/22,Male,18-24,Other,5
09/09/22,Male,18-24,Tunisia,46
09/09/22,Male,25-34,France,24
09/09/22,Male,25-34,Other,4
09/09/22,Male,25-34,Tunisia,66
09/09/22,Male,35-44,France,13
09/09/22,Male,35-44,Other,1
09/09/22,Male,35-44,Tunisia,27
09/09/22,Male,45+,France,7
09/09/22,Male,45+,Other,1
09/09/22,Male,45+,Tunisia,11
09/10/22,Female,18-24,France,43
09/10/22,Female,18-24,Other,19
09/10/22,Female,18-24,Tunisia,100
09/10/22,Female,25-34,France,69
09/10/22,Female,25-34,Other,18
09/10/22,Female,25-34,Tunisia,145
09/10/22,Female,35-44,France,29
09/10/22,Female,35-44,Other,8
09/10/22,Female,35-44,Tunisia,61
09/10/22,Female,45+,France,14
09/10/22,Female,45+,Other,6
09/10/22,Female,45+,Tunisia,36
09/10/22,Male,18-24,France,35
09/10/22,Male,18-24,Other,9
09/10/22,Male,18-24,Tunisia,77
09/10/22,Male,25-34,France,41
09/10/22,Male,25-34,Other,18
09/10/22,Male,25-34,Tunisia,85
09/10/22,Male,35-44,France,26
09/10/22,Male,35-44,Other,4
09/10/22,Male,35-44,Tunisia,45
09/10/22,Male,45+,France,12
09/10/22,Male,45+,Other,6
09/10/22,Male,45+,Tunisia,26
09/11/22,Female,18-24,France,47
09/11/22,Female,18-24,Other,12
09/11/22,Female,18-24,Tunisia,100
09/11/22,Female,25-34,France,62
09/11/22,Female,25-34,Other,14
09/11/22,Female,25-34,Tunisia,116
09/11/22,Female,35-44,France,23
09/11/22,Female,35-44,Other,13
09/11/22,Female,35-44,Tunisia,56
09/11/22,Female,45+,France,15
09/11/22,Female,45+,Other,6
09/11/22,Female,45+,Tunisia,34
09/11/22,Male,18-24,France,28
09/11/22,Male,18-24,Other,8
09/11/22,Male,18-24,Tunisia,66
09/11/22,Male,25-34,France,36
09/11/22,Male,25-34,Other,12
09/11/22,Male,25-34,Tunisia,89
09/11/22,Male,35-44,France,19
09/11/22,Male,35-44,Other,7
09/11/22,Male,35-44,Tunisia,42
09/11/22,Male,45+,France,8
09/11/22,Male,45+,Other,3
09/11/22,Male,45+,Tunisia,17
09/12/22,Female,18-24,France,34
09/12/22,Female,18-24,Other,18
09/12/22,Female,18-24,Tunisia,95
09/12/22,Female,25-34,France,39
09/12/22,Female,25-34,Other,14
09/12/22,Female,25-34,Tunisia,124
09/12/22,Female,35-44,France,34
09/12/22,Female,35-44,Other,11
09/12/22,Female,35-44,Tunisia,35
09/12/22,Female,45+,France,14
09/12/22,Female,45+,Other,3
09/12/22,Female,45+,Tunisia,23
09/12/22,Male,18-24,France,28
09/12/22,Male,18-24,Other,10
09/12/22,Male,18-24,Tunisia,59
09/12/22,Male,25-34,France,37
09/12/22,Male,25-34,Other,9
09/12/22,Male,25-34,Tunisia,79
09/12/22,Male,35-44,France,17
09/12/22,Male,35-44,Other,3
09/12/22,Male,35-44,Tunisia,35
09/12/22,Male,45+,France,9
09/12/22,Male,45+,Other,4
09/12/22,Male,45+,Tunisia,14
09/13/22,Female,18-24,France,18
09/13/22,Female,18-24,Other,3
09/13/22,Female,18-24,Tunisia,38
09/13/22,Female,25-34,France,17
09/13/22,Female,25-34,Other,11
09/13/22,Female,25-34,Tunisia,44
09/13/22,Female,35-44,France,16
09/13/22,Female,35-44,Other,3
09/13/22,Female,35-44,Tunisia,23
09/13/22,Female,45+,France,7
09/13/22,Female,45+,Other,2
09/13/22,Female,45+,Tunisia,4
09/13/22,Male,18-24,France,9
09/13/22,Male,18-24,Other,6
09/13/22,Male,18-24,Tunisia,18
09/13/22,Male,25-34,France,18
09/13/22,Male,25-34,Other,6
09/13/22,Male,25-34,Tunisia,34
09/13/22,Male,35-44,France,5
09/13/22,Male,35-44,Other,3
09/13/22,Male,35-44,Tunisia,20
09/13/22,Male,45+,France,3
09/13/22,Male,45+,Other,2
09/13/22,Male,45+,Tunisia,4
09/14/22,Female,25-34,France,2
09/14/22,Female,25-34,Other,1
09/14/22,Female,35-44,Other,2
09/14/22,Female,35-44,Tunisia,3
09/14/22,Female,45+,Tunisia,1
09/14/22,Male,18-24,France,2
09/14/22,Male,25-34,Tunisia,2
09/14/22,Male,35-44,France,1
09/14/22,Male,35-44,Tunisia,1
09/15/22,Female,18-24,France,2
09/15/22,Female,18-24,Tunisia,1
09/15/22,Female,35-44,France,1
09/15/22,Female,35-44,Tunisia,3
09/15/22,Male,18-24,France,1
09/15/22,Male,18-24,Other,1
09/15/22,Male,18-24,Tunisia,1
09/15/22,Male,25-34,France,1
09/15/22,Male,45+,France,1
09/16/22,Female,25-34,France,1
09/16/22,Female,25-34,Tunisia,2
09/16/22,Female,35-44,France,2
09/16/22,Female,35-44,Tunisia,1
09/16/22,Male,18-24,Tunisia,4
09/16/22,Male,25-34,Tunisia,2
09/17/22,Female,18-24,France,1
09/17/22,Female,25-34,France,1
09/17/22,Female,45+,France,1
09/17/22,Male,25-34,France,3
09/18/22,Female,18-24,France,1
09/18/22,Female,18-24,Other,1
09/18/22,Female,18-24,Tunisia,1
09/18/22,Male,25-34,France,1
09/18/22,Male,25-34,Tunisia,1
09/20/22,Female,18-24,Tunisia,1
09/20/22,Female,25-34,France,1
09/20/22,Female,25-34,Tunisia,1
09/20/22,Male,35-44,France,1
09/21/22,Female,18-24,Tunisia,1
09/21/22,Female,35-44,Tunisia,2
09/21/22,Male,18-24,Tunisia,1
09/21/22,Male,25-34,Tunisia,1
09/25/22,Female,18-24,Tunisia,2
09/25/22,Male,25-34,France,1
09/25/22,Male,25-34,Tunisia,1
09/26/22,Female,18-24,Tunisia,2
09/26/22,Male,18-24,Tunisia,1
09/26/22,Male,25-34,Tunisia,1
09/27/22,Female,25-34,Tunisia,2
09/27/22,Female,35-44,Tunisia,1
09/27/22,Male,25-34,France,2
09/27/22,Male,35-44,France,1
09/27/22,Male,35-44,Tunisia,1
09/28/22,Female,18-24,Other,1
09/28/22,Female,18-24,Tunisia,2
09/28/22,Female,25-34,Tunisia,1
09/28/22,Male,35-44,France,1
09/28/22,Male,35-44,Tunisia,1
09/29/22,Male,18-24,Tunisia,1
09/29/22,Male,45+,Tunisia,1
09/30/22,Male,18-24,France,1
10/01/22,Male,18-24,Tunisia,1
10/02/22,Female,25-34,France,1
10/02/22,Female,25-34,Tunisia,1
10/02/22,Female,35-44,France,1
10/02/22,Male,25-34,Tunisia,1
10/03/22,Female,25-34,Tunisia,1
10/03/22,Female,35-44,France,1
10/04/22,Female,18-24,France,1
10/04/22,Female,18-24,Other,1
10/04/22,Female,35-44,Tunisia,1
10/05/22,Female,18-24,Tunisia,1
10/05/22,Male,25-34,Other,1
10/06/22,Female,18-24,France,1
10/06/22,Male,18-24,Tunisia,1
10/06/22,Male,25-34,France,1
10/06/22,Male,35-44,France,1
10/06/22,Male,35-44,Tunisia,1
10/06/22,Male,45+,Tunisia,1
10/07/22,Female,35-44,Tunisia,1
10/07/22,Male,18-24,France,1
10/07/22,Male,25-34,Tunisia,1
10/08/22,Female,25-34,France,1
10/08/22,Female,25-34,Other,1
10/08/22,Female,35-44,Tunisia,1
10/08/22,Male,25-34,Tunisia,2
10/09/22,Female,25-34,Other,1
10/09/22,Female,25-34,Tunisia,1
10/09/22,Female,35-44,France,1
10/09/22,Male,25-34,France,1
10/09/22,Male,35-44,France,1
10/09/22,Male,45+,France,2
10/10/22,Male,18-24,Tunisia,1
10/10/22,Male,45+,Tunisia,1
10/11/22,Female,18-24,Other,1
10/11/22,Female,25-34,France,1
10/11/22,Female,45+,Tunisia,1
10/11/22,Male,45+,France,1
10/12/22,Male,25-34,Tunisia,1
10/13/22,Female,25-34,Tunisia,1
10/13/22,Female,35-44,Tunisia,2
10/13/22,Male,18-24,Tunisia,1
10/13/22,Male,35-44,Tunisia,1
10/15/22,Female,25-34,Tunisia,1
10/15/22,Male,35-44,France,1
10/16/22,Female,18-24,Tunisia,1
10/16/22,Female,25-34,France,1
10/17/22,Female,18-24,France,1
10/17/22,Male,18-24,Tunisia,2
10/17/22,Male,25-34,Tunisia,1
10/18/22,Female,18-24,Tunisia,3
10/18/22,Female,25-34,Tunisia,3
10/18/22,Female,35-44,Tunisia,1
10/18/22,Female,45+,Tunisia,1
10/18/22,Male,18-24,Other,1
10/18/22,Male,25-34,Tunisia,2
10/19/22,Female,18-24,France,1
10/19/22,Female,18-24,Tunisia,2
10/19/22,Female,25-34,France,2
10/19/22,Female,25-34,Tunisia,1
10/19/22,Male,18-24,France,1
10/19/22,Male,25-34,France,1
10/20/22,Female,25-34,France,1
10/20/22,Female,25-34,Tunisia,3
10/20/22,Male,35-44,Tunisia,2
10/20/22,Male,45+,Tunisia,1
10/21/22,Male,18-24,Tunisia,1
10/22/22,Female,25-34,Tunisia,1
10/22/22,Female,35-44,Tunisia,1
10/22/22,Male,45+,Tunisia,1
10/23/22,Female,25-34,Tunisia,1
10/23/22,Female,35-44,France,1
10/24/22,Female,18-24,France,1
10/24/22,Female,18-24,Tunisia,1
10/24/22,Female,25-34,Tunisia,2
10/25/22,Female,25-34,Tunisia,1
10/25/22,Male,18-24,Tunisia,1
10/25/22,Male,25-34,Tunisia,1
10/25/22,Male,35-44,Tunisia,1
10/26/22,Male,35-44,Tunisia,1
10/27/22,Female,18-24,France,1
10/27/22,Female,25-34,France,1
10/27/22,Female,25-34,Tunisia,1
10/27/22,Female,35-44,France,1
10/27/22,Female,35-44,Tunisia,2
10/27/22,Male,25-34,France,1
10/27/22,Male,25-34,Tunisia,1
10/28/22,Female,25-34,Tunisia,1
10/28/22,Female,45+,France,1
10/29/22,Female,35-44,France,1
10/29/22,Female,35-44,Tunisia,2
10/29/22,Male,18-24,France,1
10/29/22,Male,25-34,France,2
10/29/22,Male,25-34,Tunisia,1
10/29/22,Male,35-44,Tunisia,1
10/30/22,Male,25-34,Tunisia,1
10/31/22,Female,18-24,Other,1
10/31/22,Female,25-34,Tunisia,1
10/31/22,Male,45+,Tunisia,2
11/02/22,Female,35-44,France,1
11/02/22,Male,18-24,Other,1
11/02/22,Male,18-24,Tunisia,1
11/02/22,Male,45+,France,1
11/03/22,Female,45+,Tunisia,1
11/03/22,Male,18-24,France,1
11/03/22,Male,35-44,France,1
11/04/22,Female,25-34,France,1
11/04/22,Female,25-34,Tunisia,1
11/04/22,Female,45+,Tunisia,1
11/04/22,Male,25-34,Tunisia,1
11/05/22,Female,25-34,France,1
11/05/22,Male,18-24,Tunisia,1
11/05/22,Male,25-34,Tunisia,1
11/06/22,Female,25-34,France,1
11/06/22,Male,18-24,Tunisia,1
11/07/22,Female,18-24,Other,1
11/08/22,Female,25-34,France,2
11/08/22,Male,35-44,Tunisia,1
11/09/22,Female,25-34,Tunisia,2
11/09/22,Male,18-24,Tunisia,1
11/10/22,Female,25-34,Tunisia,1
11/10/22,Female,45+,Tunisia,1
11/10/22,Male,25-34,France,1
11/10/22,Male,25-34,Tunisia,1
11/11/22,Female,18-24,France,1
11/11/22,Female,18-24,Tunisia,2
11/11/22,Female,25-34,Tunisia,3
11/11/22,Female,45+,Tunisia,1
11/11/22,Male,25-34,France,1
11/11/22,Male,25-34,Tunisia,1
11/11/22,Male,35-44,Tunisia,1
11/11/22,Male,45+,Tunisia,1
11/12/22,Female,18-24,France,1
11/12/22,Female,18-24,Tunisia,1
11/12/22,Female,25-34,France,1
11/12/22,Female,25-34,Tunisia,2
11/12/22,Female,35-44,France,1
11/12/22,Female,45+,France,1
11/12/22,Female,45+,Tunisia,1
11/12/22,Male,18-24,Tunisia,3
11/12/22,Male,25-34,France,1
11/12/22,Male,25-34,Other,1
11/12/22,Male,35-44,France,1
11/12/22,Male,35-44,Tunisia,2
11/12/22,Male,45+,France,1
11/12/22,Male,45+,Other,1
11/13/22,Female,18-24,Tunisia,1
11/13/22,Female,35-44,Tunisia,1
11/13/22,Male,25-34,France,1
11/13/22,Male,25-34,Tunisia,1
11/13/22,Male,35-44,Tunisia,1
11/14/22,Female,25-34,Tunisia,2
11/14/22,Female,35-44,Tunisia,1
11/14/22,Female,45+,Tunisia,1
11/14/22,Male,18-24,Tunisia,1
11/14/22,Male,25-34,France,1
11/14/22,Male,25-34,Tunisia,1
11/14/22,Male,35-44,Other,1
11/14/22,Male,45+,Tunisia,1
11/15/22,Female,25-34,Tunisia,1
11/15/22,Male,25-34,France,1
11/15/22,Male,35-44,Tunisia,1
11/16/22,Male,18-24,France,1
11/17/22,Female,35-44,Other,1
11/17/22,Male,35-44,Other,1
11/17/22,Male,45+,Tunisia,1
11/18/22,Female,18-24,France,2
11/18/22,Female,18-24,Tunisia,2
11/18/22,Female,25-34,France,3
11/18/22,Female,25-34,Tunisia,2
11/18/22,Female,45+,Other,1
11/18/22,Male,18-24,France,3
11/18/22,Male,18-24,Other,1
11/18/22,Male,25-34,France,1
11/18/22,Male,25-34,Tunisia,1
11/18/22,Male,35-44,Tunisia,1
11/18/22,Male,45+,Other,1
11/19/22,Female,18-24,Tunisia,2
11/19/22,Female,25-34,France,5
11/19/22,Female,25-34,Tunisia,6
11/19/22,Female,35-44,Tunisia,2
11/19/22,Female,45+,France,1
11/19/22,Female,45+,Tunisia,1
11/19/22,Male,18-24,France,1
11/19/22,Male,18-24,Tunisia,2
11/19/22,Male,25-34,France,2
11/19/22,Male,25-34,Other,3
11/19/22,Male,25-34,Tunisia,5
11/19/22,Male,35-44,France,1
11/19/22,Male,35-44,Tunisia,1
11/19/22,Male,45+,France,1
11/19/22,Male,45+,Tunisia,1
11/20/22,Female,18-24,France,1
11/20/22,Female,18-24,Other,2
11/20/22,Female,18-24,Tunisia,8
11/20/22,Female,25-34,France,5
11/20/22,Female,25-34,Other,3
11/20/22,Female,25-34,Tunisia,18
11/20/22,Female,35-44,Tunisia,3
11/20/22,Female,45+,Tunisia,2
11/20/22,Male,18-24,France,3
11/20/22,Male,18-24,Tunisia,5
11/20/22,Male,25-34,France,6
11/20/22,Male,25-34,Tunisia,9
11/20/22,Male,35-44,Other,1
11/20/22,Male,35-44,Tunisia,3
11/20/22,Male,45+,France,1
11/20/22,Male,45+,Tunisia,2
11/21/22,Female,18-24,France,1
11/21/22,Female,18-24,Other,1
11/21/22,Female,25-34,France,2
11/21/22,Female,25-34,Other,1
11/21/22,Female,25-34,Tunisia,7
11/21/22,Female,35-44,Tunisia,1
11/21/22,Female,45+,Tunisia,2
11/21/22,Male,18-24,Tunisia,1
11/21/22,Male,25-34,Tunisia,8
11/21/22,Male,35-44,France,1
11/21/22,Male,35-44,Tunisia,4
11/22/22,Female,18-24,France,2
11/22/22,Female,25-34,Tunisia,4
11/22/22,Male,18-24,Tunisia,2
11/22/22,Male,25-34,Tunisia,2
11/22/22,Male,35-44,Tunisia,1
11/23/22,Female,18-24,France,2
11/23/22,Female,18-24,Other,1
11/23/22,Female,18-24,Tunisia,1
11/23/22,Female,25-34,France,4
11/23/22,Female,25-34,Tunisia,3
11/23/22,Female,35-44,France,1
11/23/22,Female,35-44,Tunisia,5
11/23/22,Female,45+,Tunisia,2
11/23/22,Male,18-24,Tunisia,1
11/23/22,Male,25-34,France,2
11/23/22,Male,25-34,Tunisia,3
11/23/22,Male,35-44,Other,1
11/23/22,Male,35-44,Tunisia,2
11/23/22,Male,45+,France,2
11/23/22,Male,45+,Tunisia,1
11/24/22,Female,18-24,France,1
11/24/22,Female,18-24,Tunisia,2
11/24/22,Female,25-34,France,1
11/24/22,Female,25-34,Tunisia,3
11/24/22,Female,35-44,Tunisia,2
11/24/22,Female,45+,France,1
11/24/22,Female,45+,Tunisia,1
11/24/22,Male,25-34,Other,3
11/24/22,Male,25-34,Tunisia,3
11/24/22,Male,35-44,Tunisia,2
11/25/22,Female,18-24,Other,1
11/25/22,Female,25-34,France,2
11/25/22,Female,25-34,Tunisia,3
11/25/22,Female,35-44,France,1
11/25/22,Female,45+,Tunisia,1
11/25/22,Male,18-24,Tunisia,1
11/25/22,Male,25-34,France,1
11/25/22,Male,25-34,Tunisia,2
11/25/22,Male,35-44,Other,1
11/25/22,Male,45+,France,1
11/26/22,Female,18-24,Tunisia,4
11/26/22,Female,25-34,Tunisia,3
11/26/22,Female,35-44,Tunisia,3
11/26/22,Female,45+,Tunisia,2
11/26/22,Male,18-24,Tunisia,1
11/26/22,Male,25-34,France,2
11/26/22,Male,25-34,Other,1
11/27/22,Female,18-24,France,3
11/27/22,Female,18-24,Other,1
11/27/22,Female,18-24,Tunisia,4
11/27/22,Female,25-34,France,1
11/27/22,Female,25-34,Tunisia,1
11/27/22,Female,35-44,France,1
11/27/22,Female,35-44,Tunisia,1
11/27/22,Female,45+,Tunisia,1
11/27/22,Male,18-24,France,1
11/27/22,Male,18-24,Tunisia,2
11/27/22,Male,25-34,Other,1
11/27/22,Male,25-34,Tunisia,2
11/27/22,Male,35-44,Tunisia,1
11/27/22,Male,45+,France,1
11/28/22,Female,35-44,France,1
11/29/22,Female,25-34,Other,1
11/29/22,Female,45+,Tunisia,1
11/29/22,Male,25-34,Other,1
11/30/22,Female,45+,Tunisia,1
12/01/22,Female,25-34,Other,1
12/01/22,Male,25-34,Tunisia,1
12/02/22,Female,25-34,Tunisia,1
12/02/22,Female,45+,France,1
12/02/22,Male,18-24,Tunisia,1
12/02/22,Male,35-44,Tunisia,1
12/03/22,Female,35-44,France,1
12/04/22,Female,18-24,Tunisia,1
12/04/22,Female,25-34,Tunisia,2
12/05/22,Female,25-34,Other,1
12/05/22,Male,18-24,France,1
12/06/22,Female,18-24,Tunisia,1
12/06/22,Male,45+,France,1
12/07/22,Female,25-34,France,1
12/07/22,Female,25-34,Tunisia,1
12/07/22,Female,35-44,France,1
12/07/22,Female,45+,France,1
12/07/22,Male,25-34,Tunisia,1
12/08/22,Female,25-34,France,1
12/08/22,Female,25-34,Tunisia,1
12/09/22,Female,25-34,Other,1
12/09/22,Male,18-24,France,1
12/09/22,Male,25-34,France,1
12/09/22,Male,35-44,Tunisia,1
12/10/22,Female,18-24,Other,1
12/10/22,Female,18-24,Tunisia,1
12/10/22,Female,25-34,Tunisia,1
12/10/22,Female,35-44,Tunisia,1
12/10/22,Male,18-24,France,1
12/10/22,Male,18-24,Tunisia,2
12/10/22,Male,35-44,Tunisia,1
12/11/22,Female,25-34,Other,1
12/11/22,Female,25-34,Tunisia,3
12/11/22,Male,35-44,France,1
12/12/22,Female,18-24,France,1
12/12/22,Female,45+,Tunisia,2
12/12/22,Male,18-24,France,1
12/12/22,Male,25-34,Tunisia,1
12/13/22,Female,25-34,Other,1
12/13/22,Female,25-34,Tunisia,1
12/13/22,Female,35-44,Tunisia,1
12/13/22,Male,18-24,Other,1
12/13/22,Male,25-34,Other,1
12/13/22,Male,25-34,Tunisia,2
12/14/22,Female,18-24,France,1
12/14/22,Female,18-24,Tunisia,2
12/14/22,Female,25-34,Tunisia,1
12/14/22,Female,35-44,Tunisia,1
12/14/22,Female,45+,Tunisia,1
12/14/22,Male,25-34,Tunisia,2
12/15/22,Female,18-24,Other,1
12/15/22,Female,25-34,Tunisia,1
12/15/22,Female,35-44,Tunisia,1
12/15/22,Male,45+,Tunisia,1
12/16/22,Female,18-24,France,1
12/16/22,Female,25-34,France,1
12/16/22,Female,35-44,Tunisia,1
12/16/22,Male,25-34,France,1
12/17/22,Female,18-24,France,1
12/17/22,Female,35-44,Tunisia,2
12/17/22,Male,25-34,Tunisia,2
12/18/22,Female,25-34,Tunisia,1
12/18/22,Female,35-44,Other,1
12/18/22,Male,18-24,France,1
12/18/22,Male,35-44,France,1
12/18/22,Male,35-44,Tunisia,1
12/19/22,Female,18-24,Tunisia,1
12/19/22,Female,25-34,France,2
12/19/22,Female,25-34,Tunisia,1
12/19/22,Male,25-34,Tunisia,1
12/20/22,Female,25-34,Tunisia,2
12/20/22,Female,35-44,France,1
12/20/22,Female,35-44,Tunisia,1
12/20/22,Male,18-24,France,1
12/20/22,Male,25-34,Tunisia,1
12/21/22,Female,18-24,Tunisia,1
12/21/22,Female,25-34,Tunisia,1
12/21/22,Female,35-44,Other,1
12/21/22,Male,18-24,Tunisia,1
12/22/22,Female,25-34,France,1
12/22/22,Female,25-34,Tunisia,1
12/22/22,Female,35-44,France,1
12/22/22,Female,35-44,Tunisia,1
12/22/22,Male,18-24,Tunisia,2
12/22/22,Male,25-34,Other,1
12/22/22,Male,25-34,Tunisia,2
12/22/22,Male,35-44,Tunisia,1
12/23/22,Female,18-24,Other,1
12/23/22,Female,18-24,Tunisia,1
12/23/22,Female,25-34,Tunisia,1
12/23/22,Female,35-44,France,1
12/23/22,Female,35-44,Tunisia,1
12/23/22,Female,45+,France,3
12/23/22,Male,18-24,France,1
12/23/22,Male,18-24,Tunisia,1
12/23/22,Male,25-34,France,1
12/23/22,Male,25-34,Tunisia,2
12/24/22,Female,18-24,France,1
12/24/22,Female,18-24,Tunisia,2
12/24/22,Female,25-34,France,3
12/24/22,Female,35-44,France,2
12/24/22,Female,35-44,Tunisia,2
12/24/22,Male,18-24,France,1
12/24/22,Male,25-34,France,1
12/24/22,Male,35-44,Tunisia,1
12/25/22,Female,18-24,Tunisia,1
12/25/22,Female,25-34,France,2
12/25/22,Female,25-34,Tunisia,4
12/25/22,Male,18-24,France,1
12/25/22,Male,25-34,France,1
12/25/22,Male,25-34,Tunisia,2
12/26/22,Female,18-24,France,1
12/26/22,Female,25-34,Tunisia,2
12/26/22,Female,35-44,Tunisia,1
12/26/22,Female,45+,Tunisia,1
12/27/22,Female,18-24,France,2
12/27/22,Female,18-24,Tunisia,3
